city,lat,lon,pm25_2021_05_08,pm25_2021_05_09,pm25_2021_05_10,pm25_2021_05_11,pm25_2021_05_12,pm25_2021_05_13,pm25_2021_05_14,pm25_2021_05_15,pm25_2021_05_16,pm25_2021_05_17,pm25_2021_05_18,pm25_2021_05_19,pm25_2021_05_20,pm25_2021_05_21,pm25_2021_05_22,pm25_2021_05_23,pm25_2021_05_24,pm25_2021_05_25,pm25_2021_05_26,pm25_2021_05_27,pm25_2021_05_28,pm25_2021_05_29,pm25_2021_05_30,pm25_2021_05_31,pm25_2021_06_01,pm25_2021_06_02,pm25_2021_06_03,pm25_2021_06_04,pm25_2021_06_05,pm25_2021_06_06,pm25_2021_06_07
Decatur,39.8556,-88.9337,0.04417,1.70375,1.53,3.31542,4.0175,2.08792,3.54208,4.79833,8.68792,8.74167,10.90583,9.38917,4.8275,4.89625,4.83375,6.30833,8.66958,10.31333,5.56917,4.44,5.8225,2.36458,2.0575,4.43667,8.33042,12.69292,8.51917,12.2775,11.50625,7.19458,4.275,2.52875
Jackson,42.2431,-84.4037,0.02292,0.65792,2.15667,2.3775,0.78208,2.12375,2.57042,4.67208,7.16958,10.01667,13.37667,10.77833,12.27667,8.3775,7.83958,8.4225,6.51917,3.17458,6.03167,3.58083,1.33333,0.88833,0.85,3.83,6.74208,7.52708,10.29458,9.88917,9.99208,9.88958,6.7375,2.5175
FortMyers,26.6195,-81.8303,0.10167,4.69083,4.38625,4.75417,4.19125,5.30208,5.22625,3.08917,3.90208,3.57208,3.39167,2.81958,3.01083,3.7175,4.07083,2.96375,2.97625,3.70583,3.97417,7.59292,7.96,7.5175,5.69667,4.14292,9.2625,1.86292,2.6925,1.9975,3.49,3.23583,5.19333,6.53375
Goodyear,33.2613,-112.3622,0.23875,4.61208,4.79833,4.98667,6.55458,5.47417,6.93833,5.54292,5.57333,5.11375,7.17208,7.37625,7.32583,5.78333,4.39,6.6175,3.73792,5.44542,5.01333,6.15667,6.71875,5.955,4.15917,3.92083,4.35542,3.69125,3.78625,3.93375,5.3575,5.89792,6.46667,5.25958
Dalton,34.769,-84.9712,0.13833,4.5,4.70292,3.45375,4.1775,3.37667,3.80708,6.2775,9.84958,11.93,9.45792,5.15208,4.805,2.38458,4.695,8.7325,10.51625,11.63125,15.80208,10.00167,4.59375,3.8075,1.93208,2.61208,7.57292,6.68875,7.58167,4.3975,3.27333,6.71458,5.75583,3.00042
Bryan,30.6657,-96.3668,0.26083,7.27583,7.16667,7.08875,6.01208,3.48167,5.83542,6.93667,7.8625,7.36833,6.97542,6.87208,3.90833,3.42625,1.88667,3.70125,5.49167,3.66875,3.64292,6.22708,5.44208,4.73292,3.59,3.78583,8.75542,6.68375,5.84917,5.18042,5.73042,3.9175,4.00208,5.25042
Waukegan,42.3697,-87.8716,0.04042,1.96167,1.91375,0.92333,2.56917,3.89375,27.24792,12.37458,10.39458,15.30333,18.7025,12.39,8.90958,8.63167,6.6275,10.70208,3.47708,11.43708,4.36333,5.00458,0.95208,0.94458,1.4275,3.68625,12.21375,22.69625,17.35042,26.72958,6.67208,8.36167,6.60208,5.67833
Hawthorne,33.9146,-118.3476,0.23542,7.32875,12.46417,7.77208,8.23917,7.09125,6.17583,4.46833,3.3175,3.15375,4.19,6.98042,8.61292,5.76208,7.92625,5.5475,17.30125,18.94292,23.57292,12.135,10.20917,17.73,7.95625,10.42875,9.94792,11.76083,11.89083,9.64042,13.87667,7.4575,4.61042,4.79292
Anderson,40.0891,-85.6893,0.02083,0.84917,1.3975,4.5,1.57375,1.36833,3.82375,5.075,5.72875,8.71583,10.32708,10.34917,7.6075,7.2625,6.16083,11.34125,7.50375,10.13042,12.265,7.81167,6.35875,4.99667,2.29417,4.97833,6.06583,13.21083,10.37583,6.28625,12.51125,12.96333,7.18208,4.08667
RedwoodCity,37.5026,-122.2252,0.13292,4.2325,3.05792,5.88458,7.99792,7.56083,4.20375,3.7625,4.46208,4.72208,2.32792,2.61958,4.38958,2.60042,2.71708,4.45167,3.12333,3.16375,2.675,4.27375,2.965,4.23625,5.14,6.36375,6.63625,6.8,2.51417,2.03625,3.03125,3.1675,4.31833,2.90625
Hoover,33.3754,-86.8064,0.79167,7.84667,5.50875,5.73375,4.86292,4.29792,5.86542,10.14167,8.91042,7.05458,6.96625,3.64042,1.7325,2.66583,5.26167,6.24708,8.32958,13.31125,10.80542,4.98917,2.98,4.2,3.22208,4.18583,6.195,7.10667,5.49708,3.36917,5.17125,5.26083,3.64875,1.6475
LakeForest,33.6606,-117.6712,0.18208,4.4575,5.46958,5.45542,8.34542,12.62292,10.6875,12.73625,2.38625,2.28458,3.37167,5.77667,7.89542,4.01833,4.00833,3.96625,7.15708,13.5875,11.00667,6.41417,5.44583,5.99458,4.83417,5.45875,6.86875,9.14875,13.91833,6.19917,4.80083,3.57708,2.36583,3.49125
Napa,38.2976,-122.3011,0.07208,1.12458,1.085,1.63333,6.3825,6.07708,3.55625,3.71042,4.99792,4.46,2.16958,1.01708,1.32083,0.63167,1.20542,3.12417,2.94292,2.14458,1.26875,3.50125,1.85167,3.4875,4.81917,6.29083,7.13792,5.25292,2.70625,2.61833,2.15667,3.07625,3.9225,1.38875
Whittier,33.9678,-118.0188,0.35125,9.17625,11.72917,8.36458,20.94333,25.70458,19.24625,14.6225,4.34833,4.51083,6.70708,20.465,12.8425,5.37458,7.38083,5.93125,14.85125,24.38417,21.35917,13.90083,10.97292,17.46542,8.24792,13.06917,13.11042,23.94875,25.98125,12.16667,13.47792,6.74417,5.07583,4.72083
Clifton,40.8631,-74.1575,0.71625,10.05125,4.48208,3.58,2.40375,2.00333,5.07667,8.15125,22.01917,14.93667,11.70375,10.57292,15.32708,28.41208,13.58708,12.18542,4.40792,2.35042,4.92083,15.19708,4.91042,3.00042,1.4075,1.35875,3.52,12.33292,13.51708,10.25083,4.47625,12.00917,15.67,17.545
Largo,27.9088,-82.7711,0.15333,3.01167,5.7525,4.57292,7.44667,10.35208,5.24417,5.19292,4.45,4.10125,6.20875,2.69125,2.34792,3.20625,5.1025,4.13333,3.80083,5.61375,6.82542,7.94083,12.14292,11.20375,6.29417,4.43875,5.98167,5.34458,3.57083,5.47958,2.84792,2.75458,4.70708,6.72958
Bloomington,44.8306,-93.3151,0.22875,1.21792,1.57125,1.61625,5.6925,4.37667,2.72125,4.06417,5.32333,4.32625,5.14708,7.64625,2.11875,1.92542,1.555,1.34333,3.56333,1.53667,2.5075,1.21083,0.91458,2.41542,4.38042,2.52917,3.75292,6.08458,3.86667,2.73292,3.91167,5.10417,3.04917,2.59542
JohnsCreek,34.0333,-84.2027,0.22333,7.84042,6.93458,4.30917,5.02333,3.46875,3.65292,10.04917,14.33125,13.92125,10.50667,5.14458,5.17083,2.93125,5.31667,10.60917,13.25458,12.935,17.86833,13.21792,7.89625,4.28125,2.44458,2.9425,6.63333,7.23083,6.8825,4.0725,8.23917,12.14792,4.99208,2.87875
NewportBeach,33.6151,-117.8669,0.15917,3.74667,4.98875,4.7275,6.03042,9.64875,7.95542,7.02833,1.96,2.63333,2.89458,3.67958,6.08375,3.83792,4.01125,3.46042,6.01417,16.50833,7.75,6.42208,4.17542,4.79792,4.59125,5.13125,6.12417,7.5175,11.83083,4.06208,3.82042,2.475,1.90917,3.61875
Mission,26.2041,-98.3251,0.495,6.40833,6.82542,7.07208,8.26042,4.60958,3.81625,6.48667,5.38375,3.02167,6.7975,8.8375,7.64958,7.30292,5.55458,4.585,4.57958,4.11042,4.715,7.29,6.26833,5.055,8.03,4.9575,4.215,6.40917,7.65667,6.5,8.02542,5.22458,5.91208,5.0325
Milpitas,37.4339,-121.8921,0.2775,4.78125,4.8525,6.91958,7.95917,15.02125,13.50708,7.13875,5.98458,6.5275,5.21458,3.91667,3.05,3.21875,3.4075,5.365,4.75667,6.18167,3.13375,10.31375,4.54167,6.81292,7.78667,10.58417,15.16833,13.70375,12.38917,9.21375,4.3675,6.6925,6.2175,5.40792
Troy,42.5818,-83.1457,0.17292,1.49917,4.13042,3.29792,0.93792,2.6225,9.14542,8.19708,7.625,11.01458,17.30667,27.35333,18.83125,23.81333,12.52708,9.9475,5.72792,6.73,7.45625,3.73417,1.24125,0.9725,0.79625,4.13708,8.01125,11.59792,16.46042,11.49042,11.43917,9.94792,7.27583,5.91333
Madera,36.9631,-120.0782,0.25167,3.57208,2.20917,3.84958,5.16833,6.29667,7.37667,6.23792,2.61083,6.21458,6.17875,3.77417,2.36792,2.3825,1.52417,2.37958,3.17208,5.27333,2.79,4.72833,5.03542,4.48167,5.56,6.58833,9.45458,9.09833,7.22667,6.465,6.7575,2.87333,5.76792,2.62417
Joplin,37.0758,-94.5018,0.04708,4.27167,2.70208,1.51792,4.2075,4.47,2.61958,3.73583,7.21125,7.26,3.22458,1.09458,1.13792,0.83208,1.3425,2.77375,5.93208,5.59542,2.34083,3.62625,4.31833,2.93,1.75167,2.57625,4.97292,5.53208,4.76042,5.70583,6.59417,4.05917,1.29667,0.8525
ChinoHills,33.9508,-117.7253,0.30375,9.735,11.85,7.79083,22.50667,28.41708,22.32542,17.82125,4.26333,3.61125,7.82792,19.39458,17.26917,5.08792,6.13292,5.71292,13.54625,21.97375,19.785,15.02333,11.79125,16.64917,8.14208,12.26542,13.355,23.47083,25.3525,13.52292,13.89333,7.48292,4.26667,4.00208
Alhambra,34.084,-118.1355,0.32292,8.8425,12.37042,8.515,15.17208,14.39958,12.06042,9.17375,4.06542,3.67542,5.43375,17.2725,10.49125,5.64875,11.06292,5.6925,17.41208,25.87625,22.54458,12.32708,10.77792,18.64208,8.43083,12.3475,13.15667,23.12958,21.18542,11.99042,16.58792,7.69792,6.29833,6.63
Franklin,35.9216,-86.8525,0.12458,3.93708,4.42542,6.09542,7.36375,2.11167,3.14792,8.32792,7.36583,9.03083,7.75667,5.44417,5.42542,3.09542,5.66375,11.55708,13.9125,18.83292,12.75208,3.93042,3.48583,2.50625,2.29542,4.21917,6.525,9.0525,5.4325,2.96708,9.05458,4.64833,4.39333,0.8025
Melbourne,28.1085,-80.6627,0.23125,5.47708,5.3975,6.77833,7.45125,7.59292,4.75542,3.96333,3.96208,3.46,2.48,2.28917,2.72875,3.46792,5.4575,3.18958,1.81417,2.65792,4.50875,6.49875,5.83917,6.76,9.70917,7.21458,5.39625,2.07667,1.94208,4.72583,8.115,7.06958,7.67792,6.17792
PortHuron,42.9822,-82.4387,0.08458,1.345,4.49792,2.03042,1.13333,2.04875,3.15333,6.21417,8.79167,8.86125,14.10167,23.05375,16.59167,24.14208,15.42208,9.64042,5.92625,5.85417,8.36917,3.72708,0.69417,0.80167,0.87625,2.74125,8.77375,10.18625,16.42708,13.00042,14.89333,9.85875,9.43917,7.3725
Springfield,39.9297,-83.7957,0.02083,1.34667,1.8125,3.39958,1.74417,1.68667,4.06417,5.5325,7.8825,9.17875,12.76625,9.96208,8.02958,8.36792,10.01667,11.24042,6.75792,5.46833,13.25625,8.91833,6.26,4.98125,1.35292,3.53625,7.59542,11.64417,10.10417,4.03417,9.41375,16.6825,8.11208,3.79625
MountainView,37.4,-122.0796,0.13083,4.26125,3.22917,7.18167,11.54875,14.59667,10.9,4.27583,4.18667,5.43542,3.09292,1.5125,2.13333,2.20417,2.5075,6.01458,3.61625,4.12542,2.03458,6.03875,2.63583,4.215,5.45833,7.84333,12.67167,11.94833,5.18,3.50333,3.04,3.55,4.64917,2.68
Zephyrhills,28.2408,-82.1796,0.15042,3.51958,5.40333,4.33083,5.76708,6.8375,4.95042,3.99167,4.24583,3.74042,4.84167,2.41625,2.16167,3.02625,4.76583,3.29,2.5875,3.19917,4.45292,7.56833,8.53,10.905,7.08833,4.57875,5.18875,4.27583,1.39042,3.45708,2.68292,2.19,4.545,5.27
St.Augustine,29.8977,-81.3100,0.10875,3.56292,5.20583,5.00958,5.56792,6.62375,2.94083,4.57375,4.16042,3.9175,3.17167,2.07667,2.64667,3.81125,5.40875,2.25125,2.15958,2.83208,4.81083,6.66583,7.35875,7.2375,5.33542,7.2125,4.77083,4.70667,2.23625,2.58333,3.84833,4.745,6.98333,6.78875
Flagstaff,35.1872,-111.6195,0.1775,4.86208,5.89875,4.48375,4.45792,4.72042,4.57875,5.34625,2.9725,5.2425,2.88792,3.21458,4.98542,5.6725,2.12417,3.10125,1.7575,2.34625,2.52,3.94292,5.24208,4.1275,3.30292,2.81875,4.20333,3.21167,4.28583,6.04,7.00625,7.2275,5.19333,2.99375
BuenaPark,33.8572,-118.0046,0.22875,5.53,8.03667,6.11625,12.35708,14.23042,10.4825,11.62542,2.57667,3.11583,4.23375,10.855,7.46167,4.16125,5.88875,4.13167,9.99917,25.10333,9.91042,7.91583,6.60083,8.5,5.89042,9.68375,9.25,14.24667,15.85167,6.08583,7.8675,4.01083,3.26875,4.72083
Pleasanton,37.6663,-121.8805,0.2025,3.76042,5.56208,5.01708,7.4875,8.57875,7.89667,5.39458,4.98375,6.50583,3.94583,2.88583,4.96542,3.355,3.45,5.19917,3.82708,4.27583,2.96958,6.12958,3.56375,4.09708,5.87583,9.09542,9.81583,9.43375,5.75625,3.90417,3.23625,4.2475,5.7625,4.155
SilverSpring,39.0028,-77.0207,0.28833,4.84083,4.55167,2.96792,4.69083,3.11083,4.32917,6.92583,7.64917,13.37042,13.2275,8.76458,9.48958,10.5175,8.44708,8.10125,8.45708,3.155,5.22292,14.29333,7.92458,10.52167,2.41958,1.36625,7.93417,10.50958,6.18458,2.6025,5.47958,9.74833,9.73333,4.2425
Atascocita,29.9777,-95.1953,0.39667,8.64333,8.94042,11.6475,11.37875,2.06792,5.26833,10.68083,6.39042,7.61333,8.14792,8.35917,2.92458,3.2125,2.23917,6.45042,5.31292,4.6175,5.95083,8.07042,9.36125,8.48375,3.29958,5.045,7.21833,13.83,13.72208,11.65708,5.10667,6.23375,4.99042,9.58042
Westland,42.3192,-83.3805,0.09208,1.40208,3.38542,2.96,1.14042,3.97292,8.38458,6.26792,6.83542,11.15667,17.635,26.67667,17.23208,21.44958,11.50708,8.97042,5.94833,6.41625,6.84458,3.42875,2.1825,1.25042,1.07583,4.02,6.88083,12.68583,15.14208,9.26458,10.81958,9.94,6.99417,4.69958
Auburn,47.3039,-122.2108,0.09667,1.42583,4.34917,3.76542,5.09708,6.22,6.08042,6.75708,5.68833,8.29375,1.8025,1.59792,2.48042,4.49167,6.23625,9.31167,2.20167,1.985,2.23167,3.75125,4.04208,2.88292,4.97125,10.02167,10.4875,11.0825,15.9175,5.30125,1.78458,2.14458,2.16333,1.36458
Cranston,41.7658,-71.4857,0.14625,3.04958,4.13792,4.56833,1.84583,3.1925,2.32583,3.72208,7.71792,5.9925,10.6475,10.61875,5.67708,7.30542,4.55667,7.86125,2.78708,1.23083,2.22208,11.035,8.15,1.83375,0.76375,0.98875,1.47583,16.22833,14.24542,5.40542,4.805,21.28625,18.13792,11.74375
Somerville,42.3908,-71.1013,0.2575,2.91917,2.71042,5.8575,1.33208,1.29375,2.17625,2.86333,3.62042,4.67083,6.92333,4.61417,4.68458,7.95167,5.55792,11.78042,2.4875,2.20833,3.12917,14.13583,8.02958,1.62417,1.06708,1.16958,1.33458,6.6975,20.44792,5.74917,4.425,8.24125,12.52458,19.65667
Folsom,38.6668,-121.1422,0.2375,1.69125,1.21875,2.23917,3.80167,6.2025,6.385,6.63625,4.27125,6.74167,5.14917,2.83042,2.56375,1.45125,0.74042,1.95083,4.00167,4.715,2.13333,5.60542,4.39708,6.41667,7.02292,9.61292,10.175,8.24875,7.12208,6.80292,5.96458,5.54542,7.28917,3.21958
Springdale,36.1899,-94.1574,0.07417,4.84042,3.47,1.17,3.48167,3.42542,2.35292,4.09792,6.40333,7.62542,1.74583,0.97708,1.18,0.79417,1.78667,3.47542,6.08542,4.36042,2.725,3.81,4.2075,3.19792,1.62917,2.73375,6.6,6.14125,4.3525,4.60875,5.79208,4.03208,1.03958,1.06792
DeerfieldBeach,26.305,-80.1277,0.37458,4.70125,5.93917,4.43125,5.6825,5.37792,6.16667,3.04083,4.31583,3.68333,2.71708,2.86333,3.9325,4.24542,4.41,3.53375,2.9225,2.76417,3.55333,6.25083,6.56167,7.8875,6.34833,4.14833,4.21292,1.29083,2.28125,4.18958,5.54458,6.57292,8.1075,5.98875
