city,state,country,dim_1,dim_2
HorseshoeBay,TX,US,0.151821,0.2662191
Gentry,AR,US,0.17896038,0.2406939
SanJoaquin,CA,US,0.21235426,-0.0142255835
TrentWoods,NC,US,0.22981519,0.08695518
Crandall,TX,US,0.15913254,0.23668969
Butte,AK,US,0.18304922,0.15858096
Bellaire,OH,US,0.2700202,0.093853466
Southgate,KY,US,0.27602682,0.15714434
Danielson,CT,US,0.20928954,0.050271828
Louisa,KY,US,0.26828706,0.15429014
Kildeer,IL,US,0.23315355,0.08297305
RockyFord,CO,US,0.17785338,0.18137664
Rayville,LA,US,0.17855956,0.16710314
TurnersFalls,MA,US,0.2159279,0.07410213
Rossville,GA,US,0.23008353,0.09973035
Saylorville,IA,US,0.21783328,0.13758852
UniversityCenter,VA,US,0.26845413,0.002692578
IndiaHook,SC,US,0.24117635,0.0862316
Ashburn,GA,US,0.19821723,0.084305935
ParkHill,OK,US,0.17236662,0.24725422
BloomfieldHills,MI,US,0.25166425,0.05397396
Gamewell,NC,US,0.24651018,0.13725728
Parkesburg,PA,US,0.25258094,0.011910165
Lawnton,PA,US,0.25089827,0.023238344
Jena,LA,US,0.16702849,0.17336483
ShannonHills,AR,US,0.19452646,0.21778095
Southside,AR,US,0.1938478,0.22320041
Morrison,IL,US,0.2403366,0.12347746
Greencastle,PA,US,0.25731722,0.0578501
Wrightwood,CA,US,0.1553327,0.062084734
ClayCenter,KS,US,0.193289,0.20127185
PoconoWoodlandLakes,PA,US,0.22325364,0.08899231
ShavanoPark,TX,US,0.16933292,0.25748163
HighPoint,FL,US,0.17064163,0.0966999
Lyncourt,NY,US,0.22536935,0.0928819
Longbranch,WA,US,0.15156724,0.1105675
Harrisburg,OR,US,0.16024953,0.08206041
NassauBay,TX,US,0.15004061,0.14481413
Tiptonville,TN,US,0.23503911,0.16791862
WestDeLand,FL,US,0.16751876,0.0787744
RoseHill,KS,US,0.20588078,0.18187091
Bardonia,NY,US,0.22362736,0.017861428
Southport,NC,US,0.19371144,0.0810179
Blackshear,GA,US,0.18759426,0.081151724
Burney,CA,US,0.18596588,0.14155555
LeClaire,IA,US,0.24509674,0.12445558
WhitmoreVillage,HI,US,0.1628692,0.21017548
Washington,GA,US,0.23287286,0.13405602
Lolo,MT,US,0.18078704,0.16839847
Fairway,KS,US,0.22116959,0.18130228
Sykesville,MD,US,0.25573012,0.018967157
FortGibson,OK,US,0.17962147,0.23813032
Buckingham,FL,US,0.17364565,0.1151109
Barceloneta,Barceloneta,PR,0.11635635,0.24210444
Angels,CA,US,0.19182898,0.02299758
Brazoria,TX,US,0.15101643,0.19962557
Crewe,VA,US,0.2532597,0.10552915
Oaklyn,NJ,US,0.24635845,-0.095069185
Tyro,NC,US,0.25449926,0.072184406
Roselawn,IN,US,0.24428293,0.09665215
Holt,AL,US,0.18831147,0.14793272
Kalama,WA,US,0.14099997,0.14213373
MountHermon,VA,US,0.25592297,0.101873316
Elroy,NC,US,0.26061648,0.06714932
Elverson,PA,US,0.24670547,0.012857912
MahanoyCity,PA,US,0.23200783,0.04873954
Hephzibah,GA,US,0.21233661,0.096879326
Metter,GA,US,0.19982244,0.08277415
WestNyack,NY,US,0.21776362,-0.018420737
CarrollValley,PA,US,0.2517019,0.051565737
ChagrinFalls,OH,US,0.28155625,0.08234847
BunkFoss,WA,US,0.16648565,0.17747991
NicholsHills,OK,US,0.18122366,0.2101695
BunkerHillVillage,TX,US,0.13192886,0.17224987
Ball,LA,US,0.16593981,0.18295418
NorthElMonte,CA,US,0.16896665,-0.009899851
VillageShires,PA,US,0.23966952,-0.050354008
ClearlakeRiviera,CA,US,0.18679142,0.1250447
SkylineView,PA,US,0.25047764,0.04594779
Bayard,NM,US,0.18100174,0.12434935
Deephaven,MN,US,0.21826363,0.116071485
Maytown,PA,US,0.25415364,0.006479275
Carefree,AZ,US,0.19448937,0.06824314
Lares,Lares,PR,0.122865975,0.22779348
Montpelier,OH,US,0.24248289,0.102047116
Brookmont,MD,US,0.26800653,-0.015429356
Dana,NC,US,0.22957753,0.16466281
FoxIsland,WA,US,0.14096501,0.08487239
HighlandBeach,FL,US,0.16359897,0.15009008
Pageland,SC,US,0.2303848,0.09565777
MedfordLakes,NJ,US,0.23637402,-0.027330024
Boardman,OR,US,0.17466961,0.047581628
Roland,OK,US,0.18459299,0.25091112
Genesee,CO,US,0.15849444,0.16339307
Roebling,NJ,US,0.23813944,-0.06439861
Laureldale,PA,US,0.24743013,0.0013076353
LakePark,NC,US,0.23193914,0.09292936
Hardin,MT,US,0.16659784,0.18788303
MountGilead,OH,US,0.26872534,0.10536036
HazelGreen,AL,US,0.22334255,0.14097899
Charleroi,PA,US,0.2852227,0.08044357
Ravenswood,WV,US,0.28518263,0.11772636
Fairview,NC,US,0.23901753,0.06698856
GreenOaks,IL,US,0.23315355,0.08297305
Belleville,MI,US,0.24539919,0.062100604
Throop,PA,US,0.20908344,0.08280111
Odenville,AL,US,0.21443588,0.12857051
IroquoisPoint,HI,US,0.16875869,0.1994844
BosqueFarms,NM,US,0.19078699,0.120572254
VineHill,CA,US,0.21622488,-0.030272081
Metzger,OR,US,0.1524322,0.059371628
WolfLake,MI,US,0.23098248,0.099408545
NorthGreatRiver,NY,US,0.21622255,-0.01757114
LevelGreen,PA,US,0.2924372,0.06483452
Baden,PA,US,0.2867014,0.08302071
Clyde,TX,US,0.1550507,0.26886138
Dupo,IL,US,0.2614027,0.12791345
Waikapu,HI,US,0.15916166,0.21438842
NorthRiverShores,FL,US,0.16725047,0.13294266
Niwot,CO,US,0.1681769,0.16594353
Nome,AK,US,0.1582618,0.1912006
WashingtonPark,IL,US,0.2619744,0.119608715
Menands,NY,US,0.24091329,0.050586425
PortReading,NJ,US,0.25530142,-0.10153639
Grantley,PA,US,0.2563252,0.016543912
Rogersville,MO,US,0.2006465,0.22727944
Bridgeville,DE,US,0.23961139,0.048525367
Citronelle,AL,US,0.17092809,0.12621711
Umatilla,FL,US,0.17268811,0.088028975
Gatlinburg,TN,US,0.22401425,0.16357154
St.James,MD,US,0.25490564,0.043990422
Chilton,WI,US,0.20985064,0.09318068
Leo-Cedarville,IN,US,0.25074625,0.10751871
Swanton,OH,US,0.25073433,0.094283834
Bunkie,LA,US,0.16414805,0.16993406
Millstadt,IL,US,0.25736758,0.123182334
Shrewsbury,PA,US,0.25800252,0.0011368904
Valdez,AK,US,0.17065102,0.16273749
Pennsburg,PA,US,0.24283592,-0.0044548013
Mojave,CA,US,0.1799238,0.057533488
RockValley,IA,US,0.2177925,0.14213756
Wurtsboro,NY,US,0.23028904,0.077183485
MountSterling,IL,US,0.22822078,0.15394124
MountainGreen,UT,US,0.1979639,0.16510569
YellowSprings,OH,US,0.27005282,0.12676182
CleElum,WA,US,0.16938208,0.1406999
LarchWay,WA,US,0.13731645,0.0766645
Puhi,HI,US,0.16084698,0.20176974
Eastland,TX,US,0.1500914,0.26652017
Chipley,FL,US,0.20176333,0.09376427
Smithton,IL,US,0.25736758,0.123182334
GlenwoodLanding,NY,US,0.22416703,-0.05394459
FrenchCamp,CA,US,0.20092222,-0.08124539
SouthPoint,OH,US,0.27527136,0.14360863
PalmerHeights,PA,US,0.24079543,-0.006561666
Thomasville,AL,US,0.19385292,0.14573577
Huntingdon,TN,US,0.219676,0.20154367
St.Augusta,MN,US,0.2149586,0.12511873
Abbotsford,WI,US,0.2116853,0.1334641
LevelPark-OakPark,MI,US,0.23100396,0.101986356
MeadowLake,NM,US,0.18656775,0.1478331
Granger,WA,US,0.17677297,0.06522562
Leesburg,GA,US,0.20415309,0.07807522
HighlandFalls,NY,US,0.2203533,0.03907805
Nash,TX,US,0.16882259,0.22785352
Saxon,SC,US,0.22879164,0.08269181
LaGrange,OH,US,0.27518785,0.077733055
RiverRoad,NC,US,0.24465235,0.08971768
Mogadore,OH,US,0.2768388,0.08551467
PleasantHills,MD,US,0.26063028,-0.022115381
Lincoln,ID,US,0.18849394,0.12006449
Ossian,IN,US,0.2590046,0.11284625
Windber,PA,US,0.26348716,0.07018194
Vidalia,LA,US,0.16886914,0.17977168
PantherValley,NJ,US,0.2258537,0.05530334
Hohenwald,TN,US,0.21694084,0.190035
NorthHudson,WI,US,0.21959108,0.10292707
Carmel-by-the-Sea,CA,US,0.19561088,0.06533938
Marshall,IL,US,0.26453656,0.1492609
Elba,AL,US,0.19008018,0.09648866
Winneconne,WI,US,0.22438537,0.09619231
Friona,TX,US,0.16798015,0.21331935
Barrett,TX,US,0.14337215,0.14102514
KeyCenter,WA,US,0.14919378,0.11570485
Midland,NC,US,0.23901753,0.06698856
WarminsterHeights,PA,US,0.23966952,-0.050354008
ElmiraHeights,NY,US,0.21925457,0.11564816
Welcome,NC,US,0.26074496,0.06561483
Independence,MN,US,0.21458112,0.12002426
LongviewHeights,WA,US,0.1385171,0.13040069
Lansford,PA,US,0.23179178,0.045664646
IndianHead,MD,US,0.260121,0.011161008
Fowlerville,MI,US,0.22981085,0.09145934
Brooktrails,CA,US,0.19383597,0.113588616
AvenueBandC,AZ,US,0.20214011,0.09695519
Lillington,NC,US,0.26107126,0.055290624
RooseveltPark,MI,US,0.23098248,0.099408545
NorthMuskegon,MI,US,0.23098248,0.099408545
Forestdale,MA,US,0.21932909,0.07210604
Grayling,MI,US,0.23229225,0.11435045
CarterLake,IA,US,0.22659263,0.124817945
Booneville,AR,US,0.18274164,0.25850365
ValleyGreen,PA,US,0.25089827,0.023238344
CedarSprings,MI,US,0.23445468,0.094786525
Cisco,TX,US,0.14958121,0.2688372
Mirrormont,WA,US,0.12845641,0.20423561
Grifton,NC,US,0.24401835,0.08444046
Gibbstown,NJ,US,0.253782,-0.07657769
Plainwell,MI,US,0.23470132,0.10298851
Freedom,CA,US,0.21991456,0.008749004
Hugoton,KS,US,0.17660901,0.21465646
LakeGoodwin,WA,US,0.15321216,0.15095995
ColonialBeach,VA,US,0.24862234,0.059917077
NorwoodYoungAmerica,MN,US,0.2123295,0.13300924
Waldport,OR,US,0.15618983,0.16166158
Toledo,OR,US,0.15758032,0.15653957
CountryLakeEstates,NJ,US,0.23433973,-0.03339842
Graceville,FL,US,0.2054159,0.08670201
Bayport,MN,US,0.21959108,0.10292708
PortSt.Joe,FL,US,0.18332331,0.12763174
Centre,AL,US,0.22536163,0.12671123
Merton,WI,US,0.2244413,0.09049233
Eastover,NC,US,0.24948697,0.05690524
ImlayCity,MI,US,0.24091128,0.06814906
Forestville,CA,US,0.20528138,-0.01655177
Celada,Gurabo,PR,0.13150647,0.2297394
Bystrom,CA,US,0.20599848,-0.07686301
St.Charles,MN,US,0.20527904,0.13256438
Haleiwa,HI,US,0.16122065,0.20980382
SanCastle,FL,US,0.16009691,0.14164032
Brownsville,LA,US,0.16719943,0.1890541
Calcutta,OH,US,0.2726704,0.09348666
Manti,UT,US,0.19187787,0.1640804
HarbourHeights,FL,US,0.18187055,0.111094624
ScottCity,KS,US,0.16591659,0.21680783
Franklinton,LA,US,0.17125607,0.14762433
Mamou,LA,US,0.15644364,0.16847116
Irwin,PA,US,0.28963816,0.074569695
SouthRussell,OH,US,0.28155625,0.08234847
Whitfield,FL,US,0.17744258,0.11882709
Johnson,AR,US,0.18314618,0.2406455
Hesston,KS,US,0.19555168,0.19888547
Sumiton,AL,US,0.21796773,0.12893282
WhiteHall,IL,US,0.23096886,0.14874543
Cresco,IA,US,0.20460726,0.13384391
CrossCity,FL,US,0.18417361,0.1298768
Farmerville,LA,US,0.17777306,0.21300076
Cozad,NE,US,0.17900999,0.19245194
NorthWebster,IN,US,0.25292212,0.109618254
Ocilla,GA,US,0.18879703,0.08524821
LaCienega,NM,US,0.17710719,0.16819806
Turnersville,NJ,US,0.24563135,-0.06456781
VillageGreen,NY,US,0.23077378,0.1254663
BoyneCity,MI,US,0.22950271,0.11359463
Bagdad,FL,US,0.19942784,0.10572906
Bullard,TX,US,0.14960608,0.2534258
IttaBena,MS,US,0.19174065,0.1815922
NorthAlamo,TX,US,0.13858232,0.2571635
Trappe,PA,US,0.24082959,-0.02192377
Lavon,TX,US,0.16562961,0.24258617
CoalValley,IL,US,0.23828149,0.12821978
Pulaski,WI,US,0.22255532,0.10223627
IndianHeadPark,IL,US,0.23747475,0.0531369
Lyman,SC,US,0.22647771,0.098137885
Sweeny,TX,US,0.15101643,0.19962557
Lowell,NC,US,0.24253109,0.084142834
Maiden,NC,US,0.24672815,0.082676016
St.Anthony,ID,US,0.18207686,0.1535026
Metamora,IL,US,0.2285344,0.12922364
St.Pauls,NC,US,0.23970121,0.062323235
BrynMawr,PA,US,0.25862136,-0.057992242
Belvidere,NJ,US,0.23517923,0.02497604
FlaglerEstates,FL,US,0.17499302,0.086203516
Fordyce,AR,US,0.18838836,0.21465792
Sunnyslope,WA,US,0.18302299,0.11124753
Livonia,LA,US,0.14979453,0.16479675
Lancaster,WI,US,0.22422647,0.1193146
Merchantville,NJ,US,0.24635845,-0.0950692
BattleMountain,NV,US,0.18457809,0.11030616
Plymouth,NC,US,0.24452382,0.08658342
EmeraldIsle,NC,US,0.20252852,0.10563464
SUNYOswego,NY,US,0.22902961,0.11547862
CandelariaArenas,Toa Baja,PR,0.12200663,0.22519834
SanManuel,AZ,US,0.17642245,0.098828234
Clarcona,FL,US,0.16968383,0.06397672
MountUnion,PA,US,0.25723377,0.08565927
LeisureVillageEast,NJ,US,0.21897487,-0.01884664
WolfPoint,MT,US,0.1983751,0.15975474
Montauk,NY,US,0.20234194,0.07164418
SouthTomsRiver,NJ,US,0.21897487,-0.01884664
Woodbourne,PA,US,0.23813944,-0.06439861
Emmetsburg,IA,US,0.20660535,0.14389688
McGehee,AR,US,0.1961766,0.19024919
LakeoftheWoods,AZ,US,0.18767175,0.1293237
Maybrook,NY,US,0.22712536,0.050392907
BeachHavenWest,NJ,US,0.2223736,0.053114306
Albia,IA,US,0.21112905,0.16634256
Avalon,CA,US,0.17493445,0.08071777
MeadowVista,CA,US,0.19049793,0.05326243
Potosi,TX,US,0.1550507,0.26886138
Aurora,IN,US,0.26496187,0.16471347
Lely,FL,US,0.1779772,0.137687
Sagamore,MA,US,0.2132339,0.06856781
Brookland,AR,US,0.21830583,0.17749478
Arlington,NY,US,0.21798314,0.047179423
FeatherSound,FL,US,0.16878496,0.06300944
Hebron,IN,US,0.24843405,0.06896463
Wintersville,OH,US,0.2743357,0.10488482
Milan,NM,US,0.18525119,0.13669045
Ranlo,NC,US,0.24253109,0.084142834
Muttontown,NY,US,0.22416703,-0.05394459
Moca,Moca,PR,0.10740708,0.24345921
AuburnLakeTrails,CA,US,0.20373738,0.009037098
Northfield,OH,US,0.29567996,0.06859838
RoyalPalmEstates,FL,US,0.17135404,0.09570835
Millvale,PA,US,0.28683072,0.053241532
MullicaHill,NJ,US,0.253782,-0.07657769
LloydHarbor,NY,US,0.21144618,-0.00031530357
Fritch,TX,US,0.17985454,0.19554237
Spencerport,NY,US,0.24307758,0.06360704
Melrose,MN,US,0.211743,0.13614385
Oracle,AZ,US,0.18260899,0.10712951
Troy,NC,US,0.24591002,0.096714176
Thorndale,PA,US,0.2517876,0.0063837795
Boonsboro,MD,US,0.25066805,0.042317998
JunoBeach,FL,US,0.16024262,0.15480107
Mora,MN,US,0.2163008,0.11747271
WhiteBluff,TN,US,0.23226619,0.18152913
Quitman,GA,US,0.18423855,0.088953204
WillsPoint,TX,US,0.1630731,0.25824812
Wadsworth,IL,US,0.23422863,0.08179362
Perham,MN,US,0.20292032,0.13956098
OldRiver-Winfree,TX,US,0.15528493,0.14907801
Horicon,WI,US,0.22645773,0.09363462
Richfield,OH,US,0.28239414,0.091267064
NorthEast,MD,US,0.26195693,-0.001245802
ShenandoahFarms,VA,US,0.25582346,0.05664731
Ballinger,TX,US,0.15609919,0.27176872
MapleHeights-LakeDesire,WA,US,0.12845641,0.20423561
ShadyCove,OR,US,0.20821638,0.09174374
Meridian,CO,US,0.1879313,0.15056275
SocietyHill,NJ,US,0.25595954,-0.069363676
WildwoodLake,TN,US,0.23187865,0.11949928
Heavener,OK,US,0.18864435,0.254314
PonderosaPark,CO,US,0.1800646,0.1767401
SouthGlensFalls,NY,US,0.22667745,0.07833629
Felton,CA,US,0.20870095,0.02736349
Blanding,UT,US,0.18200774,0.14433932
Clearview,WA,US,0.13731645,0.0766645
Ringgold,GA,US,0.23008353,0.09973035
Farmersville,TX,US,0.16869496,0.24599613
SouthDuxbury,MA,US,0.20793943,0.090115465
DellRapids,SD,US,0.20403402,0.14423864
LakeClarkeShores,FL,US,0.16009691,0.14164032
Paoli,IN,US,0.2591185,0.16070437
Bolivar,OH,US,0.26626685,0.11016143
Fairbury,NE,US,0.18714428,0.18712357
Beloit,KS,US,0.18194745,0.20616196
Waukon,IA,US,0.20994543,0.12994109
Oakwood,OH,US,0.29567996,0.06859837
LasAnimas,CO,US,0.18390529,0.18750282
Pajaro,CA,US,0.21991456,0.008749004
NewLondon,MN,US,0.20688322,0.13937844
Cedaredge,CO,US,0.1881265,0.14551334
Northchase,NC,US,0.21974938,0.081630185
Pittsboro,IN,US,0.26569065,0.142842
DoverBaseHousing,DE,US,0.23911798,0.0170034
Dunean,SC,US,0.21983713,0.08696892
ElDoradoSprings,MO,US,0.20035736,0.2387023
Frackville,PA,US,0.23200783,0.04873954
Century,FL,US,0.19468176,0.1021188
TarpeyVillage,CA,US,0.22055876,-0.124494396
Mercer,PA,US,0.26721457,0.09245863
Northumberland,PA,US,0.24611737,0.058206208
Romeo,MI,US,0.24620311,0.05792924
Brookville,NY,US,0.22416703,-0.05394459
Saluda,SC,US,0.22755222,0.12259833
CayugaHeights,NY,US,0.22073738,0.12151577
Heber,CA,US,0.20596515,0.017178047
MossBeach,CA,US,0.17840381,0.044869345
Zelienople,PA,US,0.28000233,0.090056635
Bonanza,GA,US,0.22663914,0.08136172
Ridgecrest,FL,US,0.17672524,0.09943698
Gooding,ID,US,0.20101058,0.15871944
Palmyra,MO,US,0.21887016,0.17021585
LakeofthePines,CA,US,0.19049793,0.05326243
McCall,ID,US,0.18146567,0.19463155
GordonHeights,NY,US,0.21157028,0.0036225945
Ozark,AR,US,0.18398981,0.25067994
Scissors,TX,US,0.1388315,0.25964442
Unicoi,TN,US,0.23364522,0.15507269
CombinedLocks,WI,US,0.21744159,0.0850867
Kimberly,AL,US,0.22494674,0.12953928
PineLawn,MO,US,0.2614027,0.12791345
LoxahatcheeGroves,FL,US,0.1661239,0.1106619
Goldstream,AK,US,0.17095944,0.17078891
SouthernShops,SC,US,0.22879164,0.08269181
ElmCreek,TX,US,0.13833612,0.2277144
NorthBaltimore,OH,US,0.2558406,0.09579922
Omro,WI,US,0.22633427,0.09106894
Woodbridge,CA,US,0.20623259,-0.05993735
SawCreek,PA,US,0.2267439,0.0786222
StallionSprings,CA,US,0.17057376,0.09600333
Christiana,TN,US,0.22964029,0.13799568
Darien,GA,US,0.17083955,0.06452459
O'Neill,NE,US,0.18472934,0.18443194
Orofino,ID,US,0.18625641,0.12375209
Osceola,WI,US,0.21509096,0.115934
GolfManor,OH,US,0.28269166,0.13832444
Thompsonville,PA,US,0.28020144,0.07683836
SandiaHeights,NM,US,0.16974732,0.16774502
TaylorLakeVillage,TX,US,0.15004061,0.14481413
KittyHawk,NC,US,0.21397369,0.095316894
ValleyGrande,AL,US,0.20221901,0.11704844
Volcano,HI,US,0.17178209,0.20095356
Hubbard,OR,US,0.14060536,0.08331314
MeinersOaks,CA,US,0.19034852,0.08512665
Eveleth,MN,US,0.21155488,0.1343714
Greenhills,OH,US,0.2833091,0.14915682
Rineyville,KY,US,0.25305694,0.16457218
Dixmoor,IL,US,0.23795186,0.070643105
LakeErieBeach,NY,US,0.2515505,0.10004402
NewtownGrant,PA,US,0.23966952,-0.050354008
Kelseyville,CA,US,0.18679142,0.1250447
CambridgeCity,IN,US,0.26490614,0.13381812
Canton,SD,US,0.20995423,0.14377454
Oglesby,IL,US,0.23487672,0.116653435
Hainesville,IL,US,0.23422863,0.08179362
HelenaValleyNortheast,MT,US,0.1753237,0.16103931
LongLake,IL,US,0.22657435,0.09475169
Oxford,MI,US,0.23525548,0.06907111
Gallipolis,OH,US,0.2819353,0.13309452
PenArgyl,PA,US,0.23863971,0.018712644
Oregon,IL,US,0.23005228,0.1136888
Osage,IA,US,0.2045555,0.14040197
Carey,OH,US,0.26180536,0.10204982
Annandale,MN,US,0.21240216,0.12467869
Dublin,TX,US,0.14457917,0.2640063
Nowata,OK,US,0.18962492,0.22514994
Vienna,GA,US,0.20617796,0.07187984
Baltimore,OH,US,0.27493513,0.10828231
Shadyside,OH,US,0.27002016,0.09385345
MissionHills,KS,US,0.22116955,0.18130223
Marlboro,NY,US,0.22501844,0.045220133
Nanty-Glo,PA,US,0.26551124,0.069112115
Amberley,OH,US,0.28269166,0.13832444
MississippiState,MS,US,0.19134773,0.16923566
Sloan,NY,US,0.24652734,0.08110323
Breñas,Vega Alta,PR,0.12051126,0.23464933
Robins,IA,US,0.22012511,0.13240294
Willcox,AZ,US,0.17216448,0.09279944
Lead,SD,US,0.17354639,0.20781167
Berwyn,PA,US,0.25862136,-0.057992242
MountPleasant,UT,US,0.176599,0.15808244
Piggott,AR,US,0.22533494,0.17613865
BuzzardsBay,MA,US,0.2132339,0.06856781
Morton,MS,US,0.17060417,0.18699782
Evergreen,AL,US,0.18419899,0.13097496
Unadilla,GA,US,0.20429389,0.0666271
Indianola,WA,US,0.16048774,0.08978241
Rockfish,NC,US,0.24640001,0.047716584
Lockeford,CA,US,0.21419436,-0.087638594
HoldenHeights,FL,US,0.15920442,0.041564528
WestLiberty,KY,US,0.26331228,0.17028727
PawPawLake,MI,US,0.24084887,0.09963486
GoldenGrove,SC,US,0.21983713,0.08696892
Mariemont,OH,US,0.28269166,0.13832444
ReliezValley,CA,US,0.21647117,-0.046570424
SouthernGateway,VA,US,0.25373477,0.061049044
Gravette,AR,US,0.17860125,0.25056952
Teague,TX,US,0.1540829,0.24749331
SilverCreek,NY,US,0.2499821,0.09605246
Brimfield,OH,US,0.2768388,0.08551467
St.Johns,AZ,US,0.18812329,0.09764272
LaConner,WA,US,0.15409519,0.12830141
Wrightstown,WI,US,0.22115232,0.09079365
Poteet,TX,US,0.16611686,0.23545334
Riverside,MO,US,0.22522691,0.18685502
Goldendale,WA,US,0.17376658,0.12638386
Bloomer,WI,US,0.2159375,0.12353488
Lyons,KS,US,0.18434943,0.19833751
Seymour,WI,US,0.22539653,0.10775007
AmityGardens,PA,US,0.24670547,0.012857912
HotSprings,SD,US,0.1883899,0.20554055
Hanover,IN,US,0.2601153,0.16955163
NellisAFB,NV,US,0.21831168,-0.0060520186
Zumbrota,MN,US,0.20173003,0.13588913
GraniteHills,CA,US,0.21018502,0.0155108115
BrokenBow,NE,US,0.17770594,0.19674581
Llano,TX,US,0.14706695,0.26288632
MoscowMills,MO,US,0.22459301,0.16924402
EmeraldLakes,PA,US,0.22674724,0.06238167
LakeIsabella,CA,US,0.18893498,0.06286821
GlenRaven,NC,US,0.24823898,0.10236709
Grasonville,MD,US,0.25958323,-0.00042705963
LeRoy,IL,US,0.23482664,0.13093604
EastPrairie,MO,US,0.24047479,0.16954559
Newaygo,MI,US,0.22778912,0.09807847
Waller,TX,US,0.12405015,0.21744475
WestMonroe,MI,US,0.24282329,0.06714567
Huntingtown,MD,US,0.2597721,0.039057292
SaukCity,WI,US,0.23284598,0.10722696
MyrtleCreek,OR,US,0.17068513,0.12351241
Kane,PA,US,0.25438923,0.0978325
Vicksburg,MI,US,0.23847279,0.10244908
Vivian,LA,US,0.15753198,0.23196797
LocustValley,NY,US,0.22416703,-0.053944603
ThreeLakes,WA,US,0.16648565,0.17747991
WatkinsGlen,NY,US,0.22334874,0.10853322
RedBud,IL,US,0.24744819,0.14134361
Yuma,CO,US,0.17472449,0.20319463
Raymond,MS,US,0.15860829,0.18513142
Balmville,NY,US,0.22501844,0.045220133
CienegasTerrace,TX,US,0.15725976,0.23275772
Alturas,FL,US,0.17168045,0.09613624
PineIsland,MN,US,0.20173003,0.13588913
Middleville,MI,US,0.23605424,0.09570556
EastSandwich,MA,US,0.21786615,0.086781085
EmeraldMountain,AL,US,0.21253876,0.09477352
Brentwood,MD,US,0.26980272,-0.04055453
MarlboroMeadows,MD,US,0.26514792,-0.00061508827
RedOak,NC,US,0.2703245,0.07747806
Pelham,GA,US,0.18004403,0.08058416
Hicksville,OH,US,0.25163525,0.105548315
CedarGrove,FL,US,0.18231326,0.103530265
HiddenMeadows,CA,US,0.19050357,-0.018724171
Wheatland,WY,US,0.17747018,0.199205
Hanceville,AL,US,0.21887407,0.12952228
Hodgenville,KY,US,0.25768104,0.15980734
Shannondale,WV,US,0.25802687,0.04456504
NorthPembroke,MA,US,0.2054289,0.05991354
Sunset,LA,US,0.16389108,0.16460189
Brodhead,WI,US,0.2292042,0.10398381
Alexander,AR,US,0.19452646,0.21778092
Malvern,PA,US,0.2517551,-0.016798368
PutnamLake,NY,US,0.20931663,0.030704424
McLendon-Chisholm,TX,US,0.1601491,0.23788191
Carlton,OR,US,0.15250094,0.10605779
CrossMountain,TX,US,0.16933295,0.25748166
Pawhuska,OK,US,0.19792943,0.22017723
Doolittle,TX,US,0.14054649,0.25690535
Rollingwood,CA,US,0.21741751,-0.02824909
HannahsMill,GA,US,0.21319279,0.11341307
Jasper,TN,US,0.2289379,0.1355454
MineralRidge,OH,US,0.276165,0.09288272
Heyburn,ID,US,0.17629205,0.15345812
Oakhurst,CA,US,0.18830384,0.1266731
Clifton,TX,US,0.15442167,0.27008736
MooreHaven,FL,US,0.1753676,0.105364576
HighlandAcres,DE,US,0.23920606,0.0072246576
AguasBuenas,Aguas Buenas,PR,0.1258896,0.22984523
MonoVista,CA,US,0.17258087,0.10814927
Aledo,IL,US,0.22185752,0.13792977
MountOrab,OH,US,0.27114868,0.14226717
PineyPointVillage,TX,US,0.13192886,0.17224987
Mobridge,SD,US,0.20228766,0.17293167
Kekaha,HI,US,0.14560214,0.22134139
Oaklawn-Sunview,KS,US,0.20588078,0.18187091
PointBaker,FL,US,0.19942784,0.10572906
Lockland,OH,US,0.28269166,0.13832444
TreasureLake,PA,US,0.26125473,0.09638625
Cottonport,LA,US,0.16056554,0.17538945
TierraVerde,FL,US,0.17115577,0.1285135
Landmark,AR,US,0.19452646,0.21778092
Iowa,LA,US,0.16641319,0.16179645
CanyonCreek,WA,US,0.16945037,0.17304823
Riverdale,CA,US,0.2202186,-0.045820013
SanMiguel,CA,US,0.2084337,-0.041285653
Ross,OH,US,0.27138755,0.14688204
Yadkinville,NC,US,0.2476338,0.109037444
LaVale,MD,US,0.26376885,0.06433379
GibsonCity,IL,US,0.23304978,0.13074966
SouthBeach,FL,US,0.18110615,0.11894109
DennisPort,MA,US,0.21955065,0.08668712
MonteSereno,CA,US,0.18473785,-0.021149397
Houston,MS,US,0.20689848,0.18775381
Hobart,OK,US,0.16953865,0.22249497
Ingenio,Toa Baja,PR,0.122006625,0.22519833
Montura,FL,US,0.18077467,0.113993965
Freeland,PA,US,0.22658177,0.06749642
Smithville-Sanders,IN,US,0.25591597,0.16946147
Paulding,OH,US,0.2512178,0.10510682
CapeMay,NJ,US,0.22547911,0.049575556
Harlem,GA,US,0.21219683,0.10031901
Claxton,GA,US,0.19546835,0.07567631
Tutwiler,MS,US,0.19637105,0.17645459
Minoa,NY,US,0.22053029,0.10548967
OliverSprings,TN,US,0.23402314,0.1568707
Baldwin,GA,US,0.22602119,0.1568475
Meadowbrook,CA,US,0.179368,-0.021793
Hansville,WA,US,0.16048774,0.08978241
LeisureVillageWest,NJ,US,0.21897487,-0.01884664
Heflin,AL,US,0.21674372,0.1315705
Campo,CA,US,0.17554781,0.1497516
EagleGrove,IA,US,0.20341447,0.14466642
